EVCC,VCC,NGC,RAJ2000,DEJ2000,Offset,cz,MmI,MmV,MTyp1,MTyp2,TT1,MTypV,umag,gmag,rmag,imag,zmag,Rad,R50,DR7,Sloan,Simbad,NED
705,1118,4451,187.16879999999998,9.259099999999998,12.019,786.9,M,M,Sa,BE,201,Sc(s)III,14.3,13.05,12.47,12.13,11.99,57.44,11.86,DR7,Sloan,Simbad,NED
706,1120,,187.17309999999998,7.804299999999999,0.311,868.6,M,M,dE(N),RA,401,"dE2,N",17.66,16.72,16.29,15.93,15.53,31.6,10.09,DR7,Sloan,Simbad,NED
707,1122,,187.17379999999997,12.915799999999999,0.298,463.2,M,M,dE(N),RA,401,"dE7,N",15.95,14.69,14.09,13.75,13.56,56.41,10.67,DR7,Sloan,Simbad,NED
708,1123,,187.1777,12.549799999999998,0.209,1875.0,M,M,dE(N),RA,401,"dE2,N",19.98,16.42,15.83,15.62,16.45,50.48,16.87,DR7,Sloan,Simbad,NED
709,1126,,187.1803,14.999299999999998,0.784,1774.2,M,M,Sa,RE,201,Sc/Sa,14.19,12.72,12.03,11.63,11.36,94.27,21.1,DR7,Sloan,Simbad,NED
710,1125,4452,187.18049999999997,11.755099999999999,0.151,160.6,M,M,S0,RA,200,S019,14.14,12.5,11.77,11.36,11.1,96.26,17.12,DR7,Sloan,Simbad,NED
711,0,4455,187.18379999999996,22.821599999999997,4.286,595.5,M," ",Sd,BE,204,,13.74,12.86,12.53,12.36,12.24,108.14,23.71,DR7,Sloan,Simbad,NED
712,1129,,187.1871,12.809499999999998,0.811,12.0,M,M,dE,RA,400,dE3,18.67,17.47,16.93,16.56,16.24,24.87,7.63,DR7,Sloan,Simbad,NED
713,1132,,187.19299999999998,16.224199999999996,0.283,1977.4,M,M,dE,RA,400,dE2?,17.57,16.6,16.03,15.74,15.31,34.54,9.42,DR7,Sloan,Simbad,NED
715,1141,,187.22899999999998,9.4211,0.206,1032.4,M,P,S,BE,206,BCD?,17.26,16.19,15.75,15.43,15.22,15.87,4.4,DR7,Sloan,Simbad,NED
716,1148,,187.24219999999997,12.661699999999998,0.054,1416.5,M,P,E,RA,100,E0,17.55,15.8,15.02,14.56,14.37,19.24,4.62,DR7,Sloan,Simbad,NED
717,1153,,187.24929999999998,12.648499999999999,0.22,992.4,M,M,dE,RA,400,dE5:,19.06,17.32,16.7,16.1,16.46,37.14,10.22,DR7,Sloan,Simbad,NED
719,1163,,187.27689999999998,14.004799999999998,0.466,-453.1,M,M,dE,RA,400,dE3:,16.98,15.8,15.09,14.48,14.56,37.64,15.17,DR7,Sloan,Simbad,NED
720,1164,,187.28399999999996,9.4439,0.349,1088.3,M,M,dE(N),RA,401,"dE6,N",17.3,16.04,15.55,15.14,15.32,44.93,18.41,DR7,Sloan,Simbad,NED
722,1192,,187.37609999999998,7.992899999999999,0.055,1397.2,M,M,S0,RA,200,E3,16.38,14.67,13.9,13.42,13.18,21.71,5.29,DR7,Sloan,Simbad,NED
723,1167,,187.31099999999998,7.877499999999999,0.121,1528.7,M,M,dE(N),RA,401,"dE0,N",16.86,15.38,14.7,14.3,14.2,49.96,15.27,DR7,Sloan,Simbad,NED
724,1173,,187.31189999999998,12.978199999999998,0.124,2410.4,M,M,dE,RA,400,"dE5,N",17.13,16.01,15.31,14.98,15.07,37.89,9.22,DR7,Sloan,Simbad,NED
725,1172,,187.31369999999998,8.814499999999999,0.112,989.8,M,M,dE(N),RA,401,"dE5,N",17.57,16.11,15.49,15.12,15.04,29.32,7.71,DR7,Sloan,Simbad,NED
726,1175,,187.32589999999996,10.1359,0.059,10.1,M,M,dE,BE,400,E5/S015,16.93,15.92,15.38,15.16,15.0,25.28,5.99,DR7,Sloan,Simbad,NED
727,1180,,187.33819999999997,16.806399999999996,0.596,862.4,M,M,dE,RA,400,dE4,17.62,16.17,15.45,15.16,14.87,49.24,14.49,DR7,Sloan,Simbad,NED
728,1179,,187.34439999999998,9.988,3.516,750.4,M,M,Sm,BE,205,ImIII/BCD,16.33,15.31,14.91,14.68,14.47,55.57,11.52,DR7,Sloan,Simbad,NED
729,1185,,187.34789999999998,12.4508,0.172,446.8,M,M,dE(N),RA,401,"dE1,N",16.07,15.22,14.57,14.06,13.67,57.35,17.31,DR7,Sloan,Simbad,NED
730,1188,,187.35959999999997,16.404999999999998,0.751,1549.0,M,M,dS0,BE,410,Amorphu,15.04,13.52,12.92,12.59,12.37,51.76,10.9,DR7,Sloan,Simbad,NED
731,0,,187.36509999999998,5.973599999999999,0.191,1461.9,M," ",dE,BE,400,,18.97,18.11,17.61,17.24,17.31,12.29,3.68,DR7,Sloan,Simbad,NED
732,1190,4469,187.36709999999997,8.750399999999999,1.997,592.0,M,M,Sa,RE,201,Sa,13.38,11.68,10.92,10.48,10.21,161.77,29.52,DR7,Sloan,Simbad,NED
733,0,,187.36749999999998,20.563599999999997,0.166,1079.7,M," ",S,BE,206,,18.05,17.09,16.64,16.35,16.42,28.19,6.27,DR7,Sloan,Simbad,NED
734,1199,,187.39579999999998,8.058,0.058,1398.3,M,P,E,RA,100,E2,17.85,15.94,15.14,14.68,14.38,10.26,2.4,DR7,Sloan,Simbad,NED
735,1191,,187.36929999999998,12.496199999999998,0.668,7.4,M,M,dE(N),RA,401,"dE4,N",19.74,17.25,16.77,16.72,16.72,34.31,10.04,DR7,Sloan,Simbad,NED
737,1193,4466,187.37729999999996,7.696599999999999,0.624,749.5,M,M,Sd,BE,204,Sc:,15.12,14.06,13.55,13.28,13.08,65.19,13.29,DR7,Sloan,Simbad,NED
738,1196,4468,187.37869999999998,14.049099999999997,0.055,895.8,M,M,S0,RA,200,S0/a,15.08,13.5,12.79,12.4,12.18,62.02,14.7,DR7,Sloan,Simbad,NED
739,1198,,187.38339999999997,13.510499999999999,0.107,-358.6,M,P,dE,RA,400,dE6?,19.25,17.72,17.19,16.9,16.82,17.59,4.77,DR7,Sloan,Simbad,NED
741,1200,,187.3978,10.793599999999998,7.899,-92.8,M,M,Irr(LSB),BE,300,ImIII,16.01,15.13,14.82,14.62,14.22,53.68,13.9,DR7,Sloan,Simbad,NED
742,1203,4471,187.40449999999998,7.932799999999999,0.349,883.0,M,P,dE(N),RA,401,S0:,17.3,15.88,15.15,14.69,14.47,18.08,4.83,DR7,Sloan,Simbad,NED
744,1204,,187.40819999999997,7.106599999999999,0.752,801.4,M,M,dS0(N),RA,411,dE7?,17.48,16.1,15.5,15.03,14.87,51.7,11.87,DR7,Sloan,Simbad,NED
745,1210,,187.41039999999998,11.298999999999998,0.246,1497.8,M,M,dE(N),RA,401,"dE0,N",18.11,17.54,16.71,16.26,16.26,24.5,8.25,DR7,Sloan,Simbad,NED
746,1208,,187.41289999999998,3.6130999999999993,1.763,1307.8,M,P,Irr(HSB),BE,310,SmIII,16.44,15.64,15.26,15.05,15.1,24.05,7.24,DR7,Sloan,Simbad,NED
747,1213,,187.41349999999997,12.548299999999998,0.095,1122.7,M,M,dE(N),RA,401,"dE0,N",17.48,16.04,15.51,15.24,15.2,45.93,15.02,DR7,Sloan,Simbad,NED
748,1209,,187.41929999999996,10.384899999999998,0.264,1431.6,M,M,dE,RA,400,dE1:,18.06,17.29,16.75,16.19,16.02,22.91,7.02,DR7,Sloan,Simbad,NED
749,1221,,187.43079999999998,17.5155,0.264,679.7,M,P,dE(N),RA,401,"dE4?,N",19.53,17.33,16.84,16.73,17.55,29.6,8.62,DR7,Sloan,Simbad,NED
750,1219,,187.4337,12.805499999999999,0.116,484.8,M,M,dE(N),RA,401,"dE4,N",19.33,17.82,17.48,17.02,19.14,20.99,6.19,DR7,Sloan,Simbad,NED
751,1222,,187.43569999999997,15.024899999999999,0.589,1325.6,M,M,dE(N),RA,401,"dE4,NordS04,N",17.41,16.03,15.47,15.11,15.03,39.42,10.75,DR7,Sloan,Simbad,NED
752,1224,,187.43729999999996,17.287399999999998,0.743,1318.7,M,M,dE,RA,400,dE0,18.69,17.64,17.09,16.57,16.63,23.05,8.53,DR7,Sloan,Simbad,NED
753,1218,,187.43839999999997,5.920099999999999,0.414,922.1,M,M,dE(N),RA,401,"dE0,N",16.52,15.81,15.27,14.98,15.21,48.84,16.53,DR7,Sloan,Simbad,NED
755,1226,4472,187.44379999999998,7.998299999999999,46.699,950.4,M,M,E,RA,100,E2/S012,10.92,9.12,8.31,7.84,7.6,356.94,66.63,DR7,Sloan,Simbad,NED
756,1225,,187.44719999999998,6.965299999999999,0.225,967.3,M,M,dE(N),RA,401,"dE2,N",18.34,17.01,16.41,16.17,15.96,25.44,7.7,DR7,Sloan,Simbad,NED
757,1231,4473,187.45359999999997,13.429599999999999,51.399,2339.2,M,M,E,RA,100,E5,12.63,10.78,10.0,9.59,9.32,155.72,22.61,DR7,Sloan,Simbad,NED
759,1237,,187.46319999999997,13.867499999999998,1.68,-551.0,M,P,Irr(HSB),BA,310,?,16.89,15.71,15.26,14.84,14.75,33.29,8.59,DR7,Sloan,Simbad,NED
760,1239,,187.47089999999997,11.962299999999999,0.242,-395.6,M,M,dE(N),RA,401,"dE5,N",18.03,16.89,16.49,15.65,15.95,26.5,7.43,DR7,Sloan,Simbad,NED
761,1242,4474,187.47319999999996,14.068599999999998,34.944,1518.5,M,M,S0,RA,200,S018,13.85,12.15,11.39,11.0,10.76,86.49,16.16,DR7,Sloan,Simbad,NED
762,1240,,187.47789999999998,7.138199999999999,0.19,718.4,M,M,dE(N),RA,401,"dE5,N",17.99,17.26,16.64,16.27,16.42,33.15,8.85,DR7,Sloan,Simbad,NED
764,1250,4476,187.4962,12.3487,0.141,1972.5,M,M,S0,RA,200,S035,14.28,12.75,12.07,11.69,11.46,63.89,11.5,DR7,Sloan,Simbad,NED
765,0,,187.4979,8.431899999999999,0.373,621.0,M," ",dE(N),BE,401,,16.78,15.77,15.28,15.03,14.87,28.19,6.69,DR7,Sloan,Simbad,NED
766,1249,,187.50249999999997,7.929399999999999,3.953,389.2,M,M,Irr(LSB),BA,300,ImIII-IV,15.49,14.43,14.12,13.42,13.68,60.61,28.97,DR7,Sloan,Simbad,NED
767,0,,187.51099999999997,9.403199999999998,0.435,923.7,M," ",dE,BA,400,,18.76,17.33,16.79,16.57,16.26,19.02,4.67,DR7,Sloan,Simbad,NED
768,1254,,187.521,8.0733,0.381,1271.0,M,M,dE(N),RA,401,"dE0,N",17.27,15.49,14.74,14.29,14.09,28.84,9.7,DR7,Sloan,Simbad,NED
769,1261,4482,187.54299999999998,10.779499999999999,0.111,1850.2,M,M,dE,RA,400,"d:E5,N",14.86,13.43,12.77,12.4,12.31,72.93,17.05,DR7,Sloan,Simbad,NED
770,1264,,187.54539999999997,12.195399999999998,0.456,-420.3,M,M,dE(N),RA,401,"dE0,N",16.64,15.73,15.39,14.78,14.58,56.88,23.55,DR7,Sloan,Simbad,NED
772,1269,,187.56719999999999,10.533,0.411,322.6,M,P,dE,RA,400,dE5?,19.26,18.24,17.55,17.19,16.97,20.79,5.39,DR7,Sloan,Simbad,NED
773,1273,,187.57059999999998,9.085199999999999,3.148,2119.6,M,M,S,BE,206,ImIII:,16.39,15.17,14.59,14.19,14.03,56.41,11.5,DR7,Sloan,Simbad,NED
774,1279,4478,187.57259999999997,12.328599999999998,21.684,1411.1,M,M,E,RA,100,E2,13.78,12.0,11.23,10.81,10.55,47.34,10.4,DR7,Sloan,Simbad,NED
775,1283,4479,187.57659999999998,13.577699999999998,0.151,852.9,M,M,SB0,RA,210,SB022,14.71,13.12,12.38,11.96,11.74,60.97,15.94,DR7,Sloan,Simbad,NED
777,0,,187.62469999999996,19.673,0.058,867.2,M," ",S0,RA,200,,16.16,14.6,13.93,13.57,13.3,24.15,5.89,DR7,Sloan,Simbad,NED
778,1304,,187.66609999999997,15.129699999999998,0.269,-41.7,M,M,dS0(N),RA,411,"dS08,N",16.48,14.93,14.31,13.99,13.91,56.08,11.11,DR7,Sloan,Simbad,NED
779,1303,4483,187.66929999999996,9.015699999999999,0.09,895.1,M,M,SB0,RA,210,SB015,14.56,12.82,12.07,11.68,11.46,57.26,11.48,DR7,Sloan,Simbad,NED
781,1307,,187.68599999999998,13.799399999999999,0.16,1260.5,M,M,dE(N),RA,401,"dE3,N",19.35,17.84,17.25,17.08,16.46,22.87,5.85,DR7,Sloan,Simbad,NED
782,0,,187.69299999999998,12.099199999999998,1.046,1254.8,M," ",Irr(LSB),BE,300,,18.15,17.53,17.34,17.25,17.47,13.94,4.32,DR7,Sloan,Simbad,NED
783,1311,,187.69709999999998,7.605299999999999,0.512,1569.0,M,M,dE(N),RA,401,"dE1,N",16.69,15.72,15.19,14.77,14.11,46.15,17.09,DR7,Sloan,Simbad,NED
784,1313,,187.70219999999998,12.045199999999998,1.159,1315.8,M,M,Irr(HSB),BE,310,BCD,17.37,16.72,16.7,16.95,16.88,9.34,2.21,DR7,Sloan,Simbad,NED
785,1314,,187.7043,13.223799999999999,0.349,78.5,M,M,dE,RA,400,dE4:,18.06,17.06,16.42,16.08,15.66,36.05,10.23,DR7,Sloan,Simbad,NED
786,1316,4486,187.70589999999999,12.390899999999998,28.651,1260.0,M,M,E,RA,100,E0,10.98,9.42,8.61,8.16,7.86,323.97,58.13,DR7,Sloan,Simbad,NED
787,1318,4488,187.71409999999997,8.360299999999999,1.248,986.8,M,M,S0,RA,200,S0(tides)pec,14.28,12.6,11.91,11.51,11.35,155.15,27.56,DR7,Sloan,Simbad,NED
788,1321,4489,187.71769999999998,16.758799999999997,0.107,952.9,M,M,S0,RA,200,S011,14.21,12.72,12.04,11.61,11.37,60.44,15.36,DR7,Sloan,Simbad,NED
789,1323,,187.73199999999997,14.773899999999998,0.641,2531.8,M,M,dE,BA,400,dE2:,17.22,16.06,15.66,15.42,14.93,45.26,10.86,DR7,Sloan,Simbad,NED
790,1334,,187.75089999999997,15.730499999999997,0.988,1888.7,M,M,dS0,RE,410,dS038?,16.53,15.28,14.72,14.4,14.12,61.37,12.98,DR7,Sloan,Simbad,NED
791,1333,,187.75439999999998,7.723199999999999,0.98,1243.4,M,M,dE(N),RA,401,"dE0,N",18.01,16.03,15.71,15.26,14.64,44.21,14.74,DR7,Sloan,Simbad,NED
793,0,,187.7659,1.6756999999999997,3.955,1131.8,M," ",Irr(LSB),BE,300,,15.95,15.39,14.96,14.51,14.45,49.5,13.6,DR7,Sloan,Simbad,NED
794,0,,187.7882,18.22,0.31,1519.6,M," ",dE,RA,400,,19.8,18.11,17.6,17.13,16.83,14.32,4.26,DR7,Sloan,Simbad,NED
795,1340,,187.7933,13.097299999999999,0.385,1530.4,M,M,dE(N),RA,401,"dE0,N",17.75,17.77,17.21,16.84,16.57,27.6,10.45,DR7,Sloan,Simbad,NED
796,1343,,187.80289999999997,13.124299999999998,0.103,1900.1,M,M,dE(N),RA,401,"dE2,N",18.75,17.98,17.68,17.22,16.85,18.99,6.07,DR7,Sloan,Simbad,NED
797,1348,,187.8155,12.331799999999998,0.118,1785.4,M,M,dE(N),RA,401,"dE0,Npec",17.04,15.66,14.97,14.53,14.32,21.74,6.88,DR7,Sloan,Simbad,NED
798,1353,,187.831,12.737999999999998,0.111,-351.2,M,M,dE(N),RA,401,"dE2,N",17.35,16.26,15.76,15.41,15.6,25.59,7.19,DR7,Sloan,Simbad,NED
799,1352,,187.83149999999998,12.611499999999998,0.324,1851.6,M,M,dE,RA,400,dE4:,18.19,17.16,16.53,16.16,15.82,29.01,8.34,DR7,Sloan,Simbad,NED
800,1356,,187.84579999999997,11.492599999999998,1.017,1250.4,M,M,Irr(HSB),BE,310,SmIII/BCD,16.17,15.29,14.92,14.74,14.66,25.51,6.42,DR7,Sloan,Simbad,NED
801,1358,,187.84649999999996,17.2064,0.367,1364.2,M,P,dS0,BE,410,Sa:,16.44,15.24,14.61,14.23,14.04,49.96,13.34,DR7,Sloan,Simbad,NED
802,1366,,187.88209999999998,11.603099999999998,0.316,1839.6,M,M,dE(N),RA,401,"dE0,N",18.12,17.08,16.32,16.11,15.48,25.54,13.05,DR7,Sloan,Simbad,NED
803,1368,4497,187.88559999999998,11.624699999999999,0.273,1043.7,M,M,SBa,RA,211,SB05/SBa,14.42,12.91,12.19,11.84,11.55,92.43,21.51,DR7,Sloan,Simbad,NED
804,1369,,187.88909999999998,12.064299999999998,1.784,776.9,M,M,dE(N),RA,401,"dE6,N",18.24,16.72,16.23,15.94,15.71,33.42,10.04,DR7,Sloan,Simbad,NED
806,1377,,187.91339999999997,10.839799999999999,4.453,634.2,M,M,dE,RA,400,ImIV-V:,15.76,15.35,15.21,14.67,14.51,72.84,20.58,DR7,Sloan,Simbad,NED
807,1379,4498,187.91429999999997,16.8528,6.429,1482.5,M,M,SBc,BE,213,SBc(s)II,13.59,12.5,12.03,11.76,11.63,111.33,29.11,DR7,Sloan,Simbad,NED
811,1386,,187.96389999999997,12.656999999999998,0.3,1279.8,M,M,dE(N),RA,401,"dE3,N",15.69,14.6,13.84,13.55,14.0,90.49,24.49,DR7,Sloan,Simbad,NED
812,1389,,187.96669999999997,12.481799999999998,0.132,859.8,M,M,dE(N),RA,401,"dE2:,N",17.12,15.9,15.26,14.93,14.9,37.42,9.56,DR7,Sloan,Simbad,NED
813,0,,187.97039999999998,12.266399999999999,0.004,970.0,M," ",E,RA,100,,19.42,18.01,17.34,17.0,16.85,6.49,1.71,DR7,Sloan,Simbad,NED
814,1400,,187.97439999999997,14.306499999999998,0.084,509.4,M,M,dE(N),RA,401,"dE5,N",16.94,15.65,15.05,14.66,14.44,59.32,15.17,DR7,Sloan,Simbad,NED
815,1393,,187.97789999999998,15.123899999999997,10.341,2084.7,M,P,SBc,BE,213,SBc(s)II-III,14.35,13.28,12.82,12.6,12.53,84.68,19.88,DR7,Sloan,Simbad,NED
816,1395,,187.98239999999998,8.602199999999998,0.286,1037.1,M,P,dS0,RA,410,"dE4?,N",17.37,16.29,15.67,15.36,15.2,18.51,4.78,DR7,Sloan,Simbad,NED
817,1392,,187.98309999999998,12.1741,0.55,374.6,M,M,dS0(N),RA,411,"dSB03,NordE6pec,N",15.95,14.66,14.04,13.65,13.48,66.6,19.82,DR7,Sloan,Simbad,NED
818,1396,,187.98489999999998,11.972399999999999,1.066,1118.8,M,M,dE(N),RA,401,"dE0:,N:",17.59,17.14,16.55,15.74,15.96,40.32,12.98,DR7,Sloan,Simbad,NED
820,1399,,188.00319999999996,12.620299999999999,0.082,453.9,M,M,dE(N),RA,401,"dE5,N",17.79,16.58,16.0,15.65,16.0,43.06,10.51,DR7,Sloan,Simbad,NED
821,1407,,188.01139999999998,11.889999999999999,0.14,997.2,M,M,dE(N),RA,401,"dE2,N",16.23,14.93,14.31,13.89,13.73,39.07,10.14,DR7,Sloan,Simbad,NED
822,1410,4502,188.01379999999997,16.6879,1.44,1615.4,M,M,Sd,RE,204,SmIII,15.28,14.3,13.88,13.56,13.53,45.04,11.77,DR7,Sloan,Simbad,NED
823,1411,,188.0228,11.8174,3.682,911.3,M,M,Irr(HSB),BE,310,"pec,N",16.97,15.5,15.09,14.89,15.03,40.07,10.87,DR7,Sloan,Simbad,NED
824,1414,,188.03889999999998,12.838899999999999,0.453,201.0,M,P,dE(N),RA,401,"dE4?,N",18.18,16.89,16.34,16.05,15.95,29.46,6.98,DR7,Sloan,Simbad,NED
825,1417,,188.0399,15.300899999999999,0.065,1600.2,M,M,dE(N),RA,401,dE5:,17.18,15.83,15.21,14.74,14.67,37.42,9.14,DR7,Sloan,Simbad,NED
826,1419,4506,188.04349999999997,13.419599999999999,1.39,511.2,M,M,Sa,BE,201,S(dust)pec,14.63,13.3,12.66,12.32,12.06,80.4,19.91,DR7,Sloan,Simbad,NED
827,1420,,188.051,12.061499999999999,0.161,1001.9,M,M,dE(N),RA,401,"dE4,N",18.03,16.33,15.72,15.4,15.31,32.67,8.5,DR7,Sloan,Simbad,NED
828,1422,,188.05919999999998,10.251499999999998,0.154,1310.1,M,M,SB0,RA,210,"E1,N:",14.91,13.62,12.94,12.54,12.47,69.86,18.33,DR7,Sloan,Simbad,NED
829,0,,188.07999999999998,18.2446,1.824,710.6,M," ",dS0,BE,410,,15.16,14.14,13.61,13.29,13.06,93.53,21.76,DR7,Sloan,Simbad,NED
830,1427,,188.09489999999997,16.0187,0.922,-133.1,M,M,Sm,BE,205,Im/BCD:,16.21,15.23,14.75,14.44,14.5,45.55,11.4,DR7,Sloan,Simbad,NED
831,1431,,188.09749999999997,11.262999999999998,0.057,1505.7,M,M,dE(N),RA,401,"dE0,N",15.89,14.33,13.55,13.15,12.91,31.83,9.17,DR7,Sloan,Simbad,NED
832,1426,,188.09819999999996,11.893199999999998,1.25,855.0,M,M,dE,RA,400,ImIV?,16.55,15.31,14.98,14.56,14.38,61.43,19.21,DR7,Sloan,Simbad,NED
833,1430,,188.10609999999997,5.655499999999999,0.593,1175.3,M,P,dE(N),RA,401,"dE1?,N",18.36,16.7,16.39,15.95,17.04,38.98,13.09,DR7,Sloan,Simbad,NED
835,1440,,188.1392,15.415399999999998,0.116,432.4,M,M,E,RA,100,E0,16.12,14.76,14.05,13.69,13.45,30.29,6.46,DR7,Sloan,Simbad,NED
836,1437,,188.13969999999998,9.173699999999998,0.333,1164.9,M,M,dS0(N),BE,411,BCD,16.11,14.95,14.48,14.2,14.02,19.86,4.21,DR7,Sloan,Simbad,NED
837,1441,,188.14929999999998,8.0925,0.273,817.7,M,M,dE(N),RA,401,"dE4pec:,N",17.35,16.03,15.43,15.12,14.9,24.21,6.3,DR7,Sloan,Simbad,NED
838,1444,,188.1495,9.886399999999998,0.588,1777.8,M,M,dS0,RA,410,"dE8,N:",17.0,15.73,15.15,14.82,14.57,67.14,13.63,DR7,Sloan,Simbad,NED
839,0,,188.15049999999997,0.26249999999999996,0.36,1191.9,M," ",dE,RA,400,,18.48,17.44,16.9,16.72,16.24,24.51,7.27,DR7,Sloan,Simbad,NED
840,0,,188.15069999999997,18.023099999999996,0.199,831.3,M," ",dS0,RA,410,,16.5,15.08,14.46,14.13,14.0,39.07,8.45,DR7,Sloan,Simbad,NED
841,1443,,188.15079999999998,5.3881,0.076,883.3,M,P,dE,RA,400,dE3?,19.09,17.0,16.35,15.81,16.24,35.96,10.18,DR7,Sloan,Simbad,NED
843,1446,,188.16259999999997,10.092099999999999,0.29,1234.0,M,M,dE(N),RA,401,"dE0,N",16.9,15.74,15.14,14.86,14.44,45.11,13.37,DR7,Sloan,Simbad,NED
844,1450,,188.17409999999998,14.049599999999998,27.335,-212.2,M,M,SBc,BE,213,Sc(s)II.2,13.92,13.02,12.6,12.35,12.35,83.75,23.6,DR7,Sloan,Simbad,NED
845,1451,,188.1777,15.909899999999999,0.053,1169.8,M,M,dE(N),RA,401,"dE5:,N",17.32,16.02,15.37,15.02,14.8,43.63,9.09,DR7,Sloan,Simbad,NED
846,0,,188.17849999999999,15.036099999999998,0.329,1294.6,M," ",dE(N),RA,401,,18.34,17.26,16.5,16.09,15.9,27.97,7.65,DR7,Sloan,Simbad,NED
847,1453,,188.18419999999998,14.196199999999997,0.113,1895.4,M,M,dE(N),RA,401,"dE2,N",15.56,14.11,13.41,13.0,12.81,60.65,15.91,DR7,Sloan,Simbad,NED
849,1455,,188.19499999999996,7.799199999999999,0.598,1333.1,M,M,Irr(HSB),BE,310,ImIV,17.41,16.39,16.07,15.79,15.77,35.94,8.95,DR7,Sloan,Simbad,NED
850,1457,,188.21079999999998,2.7977999999999996,1.842,1020.9,M,P,dS0(N),BE,411,"dE4pec?,N",17.26,16.28,15.77,15.58,15.6,37.57,8.87,DR7,Sloan,Simbad,NED
853,1465,,188.23209999999997,3.3603999999999994,14.015,730.3,M,P,Irr(LSB),BE,300,ImIV,15.43,15.33,14.71,14.78,17.2,74.78,25.24,DR7,Sloan,Simbad,NED
854,1468,,188.24179999999998,4.578399999999999,12.389,1245.9,M,P,Sm,BE,205,ImIV,16.61,15.79,15.5,15.26,14.99,58.49,14.72,DR7,Sloan,Simbad,NED
855,1475,4515,188.27069999999998,16.2655,0.0,966.3,M,M,E,RA,100,E2,14.56,13.1,12.42,12.03,11.85,47.45,8.15,DR7,Sloan,Simbad,NED
